57(0.8596, 0.2000, -0.6400)
57(-0.4212, 0.2000, -1.2159)
57(1.4544, 0.2000, -1.4739)
57(0.7333, 0.2000, -1.5456)
57(-1.0590, 0.2000, 0.1505)
57(2.6704, 0.2000, -1.4988)
58(1.4161, 0.2000, -1.1965)
58(1.4066, 0.2000, -0.9745)
58(0.9344, 0.2000, -0.8767)
58(0.8404, 0.2000, -0.6400)
58(-0.4382, 0.2000, -1.2212)
58(1.4689, 0.2000, -1.4678)
58(0.7575, 0.2000, -1.5492)
58(-1.0521, 0.2000, 0.1514)
58(2.6468, 0.2000, -1.4996)
59(1.3948, 0.2000, -1.2019)
59(1.3831, 0.2000, -0.9790)
59(0.9150, 0.2000, -0.8750)
59(0.8213, 0.2000, -0.6400)
59(-0.4553, 0.2000, -1.2265)
59(1.4833, 0.2000, -1.4617)
59(0.7817, 0.2000, -1.5528)
59(-1.0452, 0.2000, 0.1524)
59(2.6232, 0.2000, -1.5004)
60(1.3735, 0.2000, -1.2074)
60(1.3597, 0.2000, -0.9834)
60(0.8956, 0.2000, -0.8733)
60(0.8021, 0.2000, -0.6400)
60(-0.4724, 0.2000, -1.2318)
60(1.4978, 0.2000, -1.4556)
60(0.8058, 0.2000, -1.5564)
60(-1.0383, 0.2000, 0.1533)
60(2.5996, 0.2000, -1.5012)
61(1.3523, 0.2000, -1.2129)
61(1.3362, 0.2000, -0.9879)
61(0.8761, 0.2000, -0.8717)
61(0.7830, 0.2000, -0.6400)
61(-0.4894, 0.2000, -1.2371)
61(1.5122, 0.2000, -1.4494)
61(0.8300, 0.2000, -1.5600)
61(-1.0314, 0.2000, 0.1543)
61(2.5760, 0.2000, -1.5020)
62(1.3310, 0.2000, -1.2184)
62(1.3128, 0.2000, -0.9924)
62(0.8567, 0.2000, -0.8700)
62(0.7638, 0.2000, -0.6400)
62(-0.5065, 0.2000, -1.2424)
62(1.5267, 0.2000, -1.4433)
62(0.8540, 0.2000, -1.5650)
62(-1.0245, 0.2000, 0.1552)
62(2.5524, 0.2000, -1.5028)
63(1.3097, 0.2000, -1.2239)
63(1.2893, 0.2000, -0.9969)
63(0.8372, 0.2000, -0.8683)
63(0.7447, 0.2000, -0.6400)
63(-0.5235, 0.2000, -1.2476)
63(1.5411, 0.2000, -1.4372)
63(0.8780, 0.2000, -1.5700)
63(-1.0176, 0.2000, 0.1562)
63(2.5288, 0.2000, -1.5036)
64(1.2884, 0.2000, -1.2294)
64(1.2659, 0.2000, -1.0014)
64(0.8178, 0.2000, -0.8667)
64(0.7255, 0.2000, -0.6400)
64(-0.5406, 0.2000, -1.2529)
64(1.5556, 0.2000, -1.4311)
64(0.9020, 0.2000, -1.5750)
64(-1.0107, 0.2000, 0.1571)
64(2.5052, 0.2000, -1.5044)
65(1.2671, 0.2000, -1.2348)
65(1.2424, 0.2000, -1.0059)
65(0.7983, 0.2000, -0.8650)
65(0.7064, 0.2000, -0.6400)
65(-0.5576, 0.2000, -1.2582)
65(1.5700, 0.2000, -1.4250)
65(0.9260, 0.2000, -1.5800)
65(-1.0038, 0.2000, 0.1581)
65(2.4816, 0.2000, -1.5052)
66(1.2458, 0.2000, -1.2403)
66(1.2190, 0.2000, -1.0103)
66(0.7789, 0.2000, -0.8633)
66(0.6872, 0.2000, -0.6400)
66(-0.5747, 0.2000, -1.2635)
66(1.5844, 0.2000, -1.4189)
66(0.9500, 0.2000, -1.5850)
66(-0.9969, 0.2000, 0.1590)
66(2.4580, 0.2000, -1.5060)
67(1.2245, 0.2000, -1.2458)
67(1.1955, 0.2000, -1.0148)
67(0.7594, 0.2000, -0.8617)
67(0.6681, 0.2000, -0.6400)
67(-0.5918, 0.2000, -1.2688)
67(1.5989, 0.2000, -1.4128)
67(0.9740, 0.2000, -1.5900)
67(-0.9900, 0.2000, 0.1600)
67(2.4344, 0.2000, -1.5068)
68(1.2032, 0.2000, -1.2513)
68(1.1721, 0.2000, -1.0193)
68(0.7400, 0.2000, -0.8600)
68(0.6489, 0.2000, -0.6400)
68(-0.6088, 0.2000, -1.2741)
68(1.6133, 0.2000, -1.4067)
68(0.9980, 0.2000, -1.5950)
68(-0.9822, 0.2000, 0.1606)
68(2.4108, 0.2000, -1.5076)
69(1.1819, 0.2000, -1.2568)
69(1.1486, 0.2000, -1.0238)
69(0.7202, 0.2000, -0.8581)
69(0.6298, 0.2000, -0.6400)
69(-0.6259, 0.2000, -1.2794)
69(1.6278, 0.2000, -1.4006)
69(1.0220, 0.2000, -1.6000)
69(-0.9744, 0.2000, 0.1611)
69(2.3872, 0.2000, -1.5084)
70(1.1606, 0.2000, -1.2623)
70(1.1252, 0.2000, -1.0283)
70(0.7004, 0.2000, -0.8563)
70(0.6106, 0.2000, -0.6400)
70(-0.6429, 0.2000, -1.2847)
70(1.6422, 0.2000, -1.3944)
70(1.0460, 0.2000, -1.6050)
70(-0.9667, 0.2000, 0.1617)
70(2.3636, 0.2000, -1.5092)
71(1.1394, 0.2000, -1.2677)
71(1.1017, 0.2000, -1.0328)
71(0.6806, 0.2000, -0.8544)
71(0.5915, 0.2000, -0.6400)
71(-0.6600, 0.2000, -1.2900)
71(1.6567, 0.2000, -1.3883)
71(1.0700, 0.2000, -1.6100)
71(-0.9589, 0.2000, 0.1622)
71(2.3400, 0.2000, -1.5100)
72(1.1181, 0.2000, -1.2732)
72(1.0783, 0.2000, -1.0372)
72(0.6608, 0.2000, -0.8525)
72(0.5723, 0.2000, -0.6400)
72(-0.6784, 0.2000, -1.2930)
72(1.6711, 0.2000, -1.3822)
72(1.0940, 0.2000, -1.6150)
72(-0.9511, 0.2000, 0.1628)
72(2.3188, 0.2000, -1.5079)
73(1.0968, 0.2000, -1.2787)
73(1.0548, 0.2000, -1.0417)
73(0.6410, 0.2000, -0.8506)
73(0.5532, 0.2000, -0.6400)
73(-0.6968, 0.2000, -1.2960)
73(1.6856, 0.2000, -1.3761)
73(1.1180, 0.2000, -1.6200)
73(-0.9433, 0.2000, 0.1633)
73(2.2975, 0.2000, -1.5058)
74(1.0755, 0.2000, -1.2842)
74(1.0314, 0.2000, -1.0462)
74(0.6213, 0.2000, -0.8488)
74(0.5340, 0.2000, -0.6400)
74(-0.7152, 0.2000, -1.2990)
74(1.7000, 0.2000, -1.3700)
74(1.1420, 0.2000, -1.6250)
74(-0.9356, 0.2000, 0.1639)
74(2.2763, 0.2000, -1.5038)
75(1.0542, 0.2000, -1.2897)
75(1.0079, 0.2000, -1.0507)
75(0.6015, 0.2000, -0.8469)
75(0.5149, 0.2000, -0.6400)
75(-0.7336, 0.2000, -1.3020)
75(1.7178, 0.2000, -1.3567)
75(1.1660, 0.2000, -1.6300)
75(-0.9278, 0.2000, 0.1644)
75(2.2550, 0.2000, -1.5017)
76(1.0329, 0.2000, -1.2952)
76(0.9845, 0.2000, -1.0552)
76(0.5817, 0.2000, -0.8450)
76(0.4957, 0.2000, -0.6400)
76(-0.7520, 0.2000, -1.3050)
76(1.7356, 0.2000, -1.3433)
76(1.1900, 0.2000, -1.6350)
76(-0.9200, 0.2000, 0.1650)
76(2.2338, 0.2000, -1.4996)
77(1.0116, 0.2000, -1.3006)
77(0.9610, 0.2000, -1.0597)
77(0.5619, 0.2000, -0.8431)
77(0.4766, 0.2000, -0.6400)
77(-0.7704, 0.2000, -1.3080)
77(1.7533, 0.2000, -1.3300)
77(1.2140, 0.2000, -1.6400)
77(-0.9122, 0.2000, 0.1656)
77(2.2125, 0.2000, -1.4975)
78(0.9903, 0.2000, -1.3061)
78(0.9376, 0.2000, -1.0641)
78(0.5421, 0.2000, -0.8413)
78(0.4574, 0.2000, -0.6400)
78(-0.7888, 0.2000, -1.3110)
78(1.7711, 0.2000, -1.3167)
78(1.2380, 0.2000, -1.6450)
78(-0.9044, 0.2000, 0.1661)
78(2.1913, 0.2000, -1.4954)
79(0.9690, 0.2000, -1.3116)
79(0.9141, 0.2000, -1.0686)
79(0.5223, 0.2000, -0.8394)
79(0.4383, 0.2000, -0.6400)
